"السنة الدراسية","القطاع الدولي","فئة الإبتعاث","المرحلة الدراسية ","المجال الواسع","الجنس","العدد"
"2015.0","الدول الأوروبية الأخرى","طالب مبتعث","ماجستير","الصحة والرفاه","ذكر","29.0"
"2015.0","الدول الأوروبية الأخرى","طالب مبتعث","ماجستير","العلوم الاجتماعية، والصحافة والإعلام","أنثى","10.0"
"2015.0","الدول الأوروبية الأخرى","طالب مبتعث","ماجستير","العلوم الاجتماعية، والصحافة والإعلام","ذكر","1.0"
"2015.0","الدول الأوروبية الأخرى","طالب مبتعث","ماجستير","العلوم الطبيعية، والرياضايات والإحصاء","أنثى","51.0"
"2015.0","الدول الأوروبية الأخرى","طالب مبتعث","ماجستير","العلوم الطبيعية، والرياضايات والإحصاء","ذكر","10.0"
"2015.0","الدول الأوروبية الأخرى","طالب مبتعث","ماجستير","الفنون والعلوم الإنسانية","أنثى","11.0"
"2015.0","الدول الأوروبية الأخرى","طالب مبتعث","ماجستير","الفنون والعلوم الإنسانية","ذكر","3.0"
"2015.0","الدول الأوروبية الأخرى","طالب مبتعث","ماجستير","الهندسة، والتصنيع والبناء","أنثى","2.0"
"2015.0","الدول الأوروبية الأخرى","طالب مبتعث","ماجستير","الهندسة، والتصنيع والبناء","ذكر","19.0"
"2015.0","الدول الأوروبية الأخرى","طالب مبتعث","ماجستير","تكنولوجيا الاتصالات، والمعلومات","أنثى","22.0"
"2015.0","الدول الأوروبية الأخرى","طالب مبتعث","ماجستير","تكنولوجيا الاتصالات، والمعلومات","ذكر","16.0"
"2015.0","الدول الأوروبية الأخرى","موظف مبتعث","أخرى","الأعمال، الإدارة والقانون","ذكر","2.0"
"2015.0","الدول الأوروبية الأخرى","موظف مبتعث","أخرى","التعليم","ذكر","3.0"
"2015.0","الدول الأوروبية الأخرى","موظف مبتعث","أخرى","الخدمات","ذكر","37.0"
"2015.0","الدول الأوروبية الأخرى","موظف مبتعث","أخرى","الصحة والرفاه","أنثى","7.0"
"2015.0","الدول الأوروبية الأخرى","موظف مبتعث","أخرى","الصحة والرفاه","ذكر","41.0"
"2015.0","الدول الأوروبية الأخرى","موظف مبتعث","أخرى","الفنون والعلوم الإنسانية","ذكر","2.0"
"2015.0","الدول الأوروبية الأخرى","موظف مبتعث","أخرى","غير مصنفة","ذكر","3.0"
"2015.0","الدول الأوروبية الأخرى","موظف مبتعث","الزمالة","الصحة والرفاه","أنثى","19.0"
"2015.0","الدول الأوروبية الأخرى","موظف مبتعث","الزمالة","الصحة والرفاه","ذكر","75.0"
"2015.0","الدول الأوروبية الأخرى","موظف مبتعث","دكتوراه","الأعمال، الإدارة والقانون","أنثى","2.0"
"2015.0","الدول الأوروبية الأخرى","موظف مبتعث","دكتوراه","الأعمال، الإدارة والقانون","ذكر","3.0"
"2015.0","الدول الأوروبية الأخرى","موظف مبتعث","دكتوراه","التعليم","أنثى","1.0"
"2015.0","الدول الأوروبية الأخرى","موظف مبتعث","دكتوراه","الصحة والرفاه","أنثى","3.0"
"2015.0","الدول الأوروبية الأخرى","موظف مبتعث","دكتوراه","الصحة والرفاه","ذكر","8.0"
"2015.0","الدول الأوروبية الأخرى","موظف مبتعث","دكتوراه","العلوم الاجتماعية، والصحافة والإعلام","ذكر","1.0"
"2015.0","الدول الأوروبية الأخرى","موظف مبتعث","دكتوراه","العلوم الطبيعية، والرياضايات والإحصاء","أنثى","7.0"
"2015.0","الدول الأوروبية الأخرى","موظف مبتعث","دكتوراه","العلوم الطبيعية، والرياضايات والإحصاء","ذكر","2.0"
"2015.0","الدول الأوروبية الأخرى","موظف مبتعث","دكتوراه","الفنون والعلوم الإنسانية","أنثى","1.0"
"2015.0","الدول الأوروبية الأخرى","موظف مبتعث","دكتوراه","الهندسة، والتصنيع والبناء","ذكر","3.0"
"2015.0","الدول الأوروبية الأخرى","موظف مبتعث","دكتوراه","تكنولوجيا الاتصالات، والمعلومات","أنثى","1.0"
"2015.0","الدول الأوروبية الأخرى","موظف مبتعث","دكتوراه","تكنولوجيا الاتصالات، والمعلومات","ذكر","3.0"
"2015.0","الدول الأوروبية الأخرى","موظف مبتعث","دكتوراه","غير مصنفة","أنثى","2.0"
"2015.0","الدول الأوروبية الأخرى","موظف مبتعث","ماجستير","الأعمال، الإدارة والقانون","أنثى","4.0"
"2015.0","الدول الأوروبية الأخرى","موظف مبتعث","ماجستير","الأعمال، الإدارة والقانون","ذكر","2.0"
"2015.0","الدول الأوروبية الأخرى","موظف مبتعث","ماجستير","التعليم","أنثى","3.0"
"2015.0","الدول الأوروبية الأخرى","موظف مبتعث","ماجستير","الصحة والرفاه","أنثى","5.0"
"2015.0","الدول الأوروبية الأخرى","موظف مبتعث","ماجستير","الصحة والرفاه","ذكر","12.0"
"2015.0","الدول الأوروبية الأخرى","موظف مبتعث","ماجستير","العلوم الطبيعية، والرياضايات والإحصاء","أنثى","1.0"
"2015.0","الدول الأوروبية الأخرى","موظف مبتعث","ماجستير","العلوم الطبيعية، والرياضايات والإحصاء","ذكر","2.0"
"2015.0","الدول الأوروبية الأخرى","موظف مبتعث","ماجستير","الفنون والعلوم الإنسانية","أنثى","2.0"
"2015.0","الدول الأوروبية الأخرى","موظف مبتعث","ماجستير","الفنون والعلوم الإنسانية","ذكر","1.0"
"2015.0","الدول الأوروبية الأخرى","موظف مبتعث","ماجستير","الهندسة، والتصنيع والبناء","ذكر","5.0"
"2015.0","الدول العربية","دارس على حسابه الخاص","بكالوريوس","الأعمال، الإدارة والقانون","أنثى","12.0"
"2015.0","الدول العربية","دارس على حسابه الخاص","بكالوريوس","الأعمال، الإدارة والقانون","ذكر","6.0"
"2015.0","الدول العربية","دارس على حسابه الخاص","بكالوريوس","البرامج و المؤهلات غير المتخصصة","أنثى","33.0"
"2015.0","الدول العربية","دارس على حسابه الخاص","بكالوريوس","البرامج و المؤهلات غير المتخصصة","ذكر","2.0"
"2015.0","الدول العربية","دارس على حسابه الخاص","بكالوريوس","التعليم","أنثى","28.0"
"2015.0","الدول العربية","دارس على حسابه الخاص","بكالوريوس","التعليم","ذكر","51.0"
"2015.0","الدول العربية","دارس على حسابه الخاص","بكالوريوس","الصحة والرفاه","أنثى","8.0"
"2015.0","الدول العربية","دارس على حسابه الخاص","بكالوريوس","الصحة والرفاه","ذكر","4.0"
"2015.0","الدول العربية","دارس على حسابه الخاص","بكالوريوس","العلوم الاجتماعية، والصحافة والإعلام","أنثى","21.0"
"2015.0","الدول العربية","دارس على حسابه الخاص","بكالوريوس","العلوم الاجتماعية، والصحافة والإعلام","ذكر","3.0"
"2015.0","الدول العربية","دارس على حسابه الخاص","بكالوريوس","العلوم الطبيعية، والرياضايات والإحصاء","أنثى","106.0"
"2015.0","الدول العربية","دارس على حسابه الخاص","بكالوريوس","العلوم الطبيعية، والرياضايات والإحصاء","ذكر","25.0"
"2015.0","الدول العربية","دارس على حسابه الخاص","بكالوريوس","الفنون والعلوم الإنسانية","أنثى","143.0"
"2015.0","الدول العربية","دارس على حسابه الخاص","بكالوريوس","الفنون والعلوم الإنسانية","ذكر","25.0"
"2015.0","الدول العربية","دارس على حسابه الخاص","بكالوريوس","الهندسة، والتصنيع والبناء","أنثى","15.0"
"2015.0","الدول العربية","دارس على حسابه الخاص","بكالوريوس","الهندسة، والتصنيع والبناء","ذكر","14.0"
"2015.0","الدول العربية","دارس على حسابه الخاص","بكالوريوس","تكنولوجيا الاتصالات، والمعلومات","أنثى","21.0"
"2015.0","الدول العربية","دارس على حسابه الخاص","بكالوريوس","تكنولوجيا الاتصالات، والمعلومات","ذكر","15.0"
"2015.0","الدول العربية","دارس على حسابه الخاص","دبلوم","الأعمال، الإدارة والقانون","أنثى","100.0"
"2015.0","الدول العربية","دارس على حسابه الخاص","دبلوم","الأعمال، الإدارة والقانون","ذكر","44.0"
"2015.0","الدول العربية","دارس على حسابه الخاص","دبلوم","الخدمات","أنثى","16.0"
